,round,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_ppg,B_ppg,A_gpg,B_gpg,A_cpg,B_cpg,A_deep,B_deep,A_deep_allowed,B_deep_allowed,A_ppda,B_ppda,A_ppda_allowed,B_ppda_allowed
160,17,Watford,Liverpool,0,2,1.39227420637777,2.1105036201403786,1.608384825176751,0.9340329429346623,0.5625,2.875,0.5625,2.5,1.875,0.875,6.401455407299106,11.231116252245982,7.3826533497795195,4.092324417806317,13.928872011913734,8.371218201813429,10.6003525057733,24.112576192695478
161,17,Aston Villa,Sheffield United,0,2,1.1519625228236914,1.2656613885579113,2.201405809721882,1.3994231658035354,0.9375,1.375,1.4375,1.1875,1.75,1.0,4.973118805310042,5.421751752625461,9.676433411477003,6.613527592475894,12.39913794652451,14.753567475380454,8.014938020101518,11.57274003250632
162,17,Newcastle United,Burnley,0,1,0.9212937147005287,1.3151306904323121,1.7715570228382929,1.3939011533102184,1.375,1.125,1.0625,1.3125,1.4375,1.8125,3.260532400600008,3.2168660692452082,8.5388973033098,6.721686280494044,21.564510458560026,12.093605906219022,6.696851011383965,9.005010401876712
163,17,Norwich,Leicester,1,1,1.1231155163951656,1.6057752229089675,1.8516419754317084,1.3792007669343678,0.6875,2.375,1.0625,2.4375,2.125,0.625,5.9132637393740755,7.85491717477673,8.380963879118042,6.144490278618447,12.160778365488628,9.645865171551385,9.135619085248479,12.772161360703935
164,17,Bournemouth,Chelsea,1,0,1.1551940064127448,1.9516665787814769,1.7987075739437228,1.001095689584393,1.0,1.8125,1.125,1.9375,1.5,1.5,5.312322799999414,9.105969066073616,8.532580308564224,4.322780946040698,13.779479966791373,8.973393202322914,8.548674109345775,14.935244161892768
165,17,West Ham,Southampton,1,0,1.329295659949339,1.3964060074924756,1.859367610262005,1.5199271193311936,1.0,0.9375,1.125,1.125,1.75,2.1875,6.500522489277669,5.323376917503308,8.365325262021763,6.567633847547594,14.432050366606829,8.185855701178143,9.416090611492262,10.70509866265904
166,17,Everton,Man Utd,1,1,1.6345795909255758,1.6837876412876982,1.2830906320674724,1.026259480247321,1.0625,1.5,1.1875,1.5625,1.75,1.1875,5.591890231820943,7.049874677149107,5.010360635179902,5.149451812329744,9.62257751051703,9.89270944097975,11.648552577347477,11.691821415519573
167,17,Tottenham,Wolves,2,1,1.3593812261369296,1.6251696314252746,1.5540343693709033,1.1333767756310529,1.4375,1.5,1.875,1.4375,1.4375,1.1875,6.551484367262618,4.462485631149324,8.005382271199984,5.394929286148,11.478836134660806,13.203755111926974,10.37226361338698,10.713081176117868
168,17,Man City,Arsenal,3,0,2.575726852266407,1.3834468975525502,1.0199458156432109,1.616505873949632,2.0,1.375,2.75,1.5,1.1875,1.5,13.757828209050867,7.47604713322901,3.261137781996018,7.017803753680446,8.376649170789502,11.624334868537321,24.007930697992254,11.815912430041383
169,17,Brighton,Crystal Palace,1,1,1.3050758889164584,1.0179089786460276,1.517000937792117,1.4520897445515728,1.1875,1.375,1.25,0.875,1.5,1.125,7.046812373803038,6.843987225883067,6.451369684743156,7.704730949570832,9.536250548956627,13.317245734425725,14.047911307851908,7.714823918122384
170,18,Arsenal,Everton,0,0,1.4227982153222842,1.683073183458632,1.6136835837335477,1.275941368927025,1.2941176470588236,1.0588235294117647,1.411764705882353,1.1764705882352942,1.588235294117647,1.7058823529411764,7.7073345308443315,5.7201720258145485,7.054153887740462,5.046444943579184,11.396632542413652,9.57338385017835,11.952195016828577,11.77885802653846
171,18,Crystal Palace,Newcastle United,0,1,1.0369464778833857,0.9153663473684047,1.4152518782855572,1.7835404879396606,1.3529411764705883,1.2941176470588236,0.8823529411764706,1.0,1.1176470588235294,1.411764705882353,6.9098439125217475,3.3055514149071508,7.587042769198362,8.77242934985658,13.11429022494093,21.977528689222886,7.811781915198184,6.686024261790536
172,18,Southampton,Aston Villa,3,1,1.4174960791886355,1.1583690414959662,1.5419516593073075,2.212598874354806,0.8823529411764706,0.8823529411764706,1.0588235294117647,1.3529411764705883,2.1176470588235294,1.7647058823529411,5.263497521699854,5.115015905499686,6.516477913531436,9.557734604744038,8.228207690505934,12.48482144461467,10.694566472039721,8.01547152081943
173,18,Wolves,Norwich,2,1,1.6575446539761773,1.1216524991235644,1.1385257676178764,1.879764545982841,1.411764705882353,0.7058823529411765,1.411764705882353,1.0588235294117647,1.2352941176470589,2.0588235294117645,4.3361458322618,5.874451730066008,5.230462474938999,8.501712589086544,13.461032080210082,12.202234735684652,10.80997693240779,9.211891195435925
174,18,Sheffield United,Brighton,1,0,1.2434350095778366,1.2629875278063318,1.414667564582233,1.553863149856121,1.4705882352941178,1.1764705882352942,1.2352941176470589,1.2352941176470589,0.9411764705882353,1.4705882352941178,5.151100029504941,6.905627101438861,6.8140107207786045,6.503204316341126,14.994766313786897,9.698259497133648,11.628909319381547,13.871050997418047
175,18,Burnley,Bournemouth,1,0,1.3108132150906089,1.153316292356057,1.4048526230712974,1.7907617730131415,1.2352941176470589,1.1176470588235294,1.2941176470588236,1.1176470588235294,1.7058823529411764,1.411764705882353,3.2603255717182513,5.394905757142251,6.890317933368832,8.623029605298658,12.275520402869702,13.66446139417678,8.969475059086594,8.711126756108126
176,18,Leicester,Man City,1,3,1.625116838012859,2.607162454133065,1.386883651467738,1.0463149519161827,2.2941176470588234,2.0588235294117645,2.3529411764705883,2.764705882352941,0.6470588235294118,1.1176470588235294,7.956878502447328,14.034893502231254,6.113936359997677,3.34189270278159,9.74036035624965,8.390100926889128,12.835452837871932,24.22249965149198
177,18,Man Utd,Watford,0,2,1.6909489856194018,1.405867570891262,1.053027354541868,1.609872140361635,1.4705882352941178,0.5294117647058824,1.5294117647058822,0.5294117647058824,1.1764705882352942,1.8823529411764706,7.1587987727615765,6.380078814702645,5.261932234198662,7.289176683700216,9.960306206729028,13.819188869482083,11.716529323216701,10.800365095265203
178,18,Chelsea,Tottenham,2,0,1.949183599452244,1.3726018056418203,0.9937144642124071,1.5838688468484357,1.7058823529411764,1.5294117647058822,1.8235294117647058,1.8823529411764706,1.4705882352941178,1.411764705882353,9.216896532719101,6.428323094664854,4.370023122685009,8.005574495171413,9.15101438812016,11.603080282327266,14.861502881960366,10.528415885293658
179,19,Brighton,Tottenham,1,2,1.2950881634911906,1.4147531443203518,1.549806732542895,1.587335340957991,1.1111111111111112,1.4444444444444444,1.1666666666666667,1.7777777777777777,1.4444444444444444,1.4444444444444444,6.825074297648047,6.406335521382733,6.7148660208157835,8.005788898831852,9.763577170100326,11.587814139339851,13.635322189626434,10.548739573189568
180,19,West Ham,Crystal Palace,1,2,1.3445119335189584,1.038930265494285,1.8969920249142194,1.4422089505273095,1.0555555555555556,1.2777777777777777,1.0555555555555556,0.8333333333333334,1.5555555555555556,1.1111111111111112,6.446969721037586,6.637145601464891,8.414086878522541,7.648082875705992,14.554623593985644,13.310993695130964,9.5023795619027,7.650696604244267
181,19,Burnley,Everton,0,1,1.3556784156710169,1.7290943443608868,1.4535572624201933,1.2910999600396027,1.3333333333333333,1.0555555555555556,1.2777777777777777,1.1111111111111112,1.6111111111111112,1.6111111111111112,3.3857227090920303,5.632486334499723,6.924560930806095,5.202077441409153,12.439963495287767,9.480052459800595,9.122147176743772,11.924198719866862
182,19,Norwich,Aston Villa,0,1,1.1161252875513938,1.1682571682249647,1.888515490059104,2.1950221607862566,0.6666666666666666,0.8333333333333334,1.0555555555555556,1.3333333333333333,2.0555555555555554,1.8333333333333333,5.946546027376239,5.07814156822884,8.751778457897565,9.74764021327504,12.133089917826368,12.588355671473614,9.220040856798844,7.849449500853572
183,19,Southampton,Chelsea,2,0,1.3706905437728136,1.966700660969638,1.5658323385114348,1.0212932128359613,1.0,1.7777777777777777,1.1666666666666667,1.8333333333333333,2.0555555555555554,1.3888888888888888,5.273632041765234,9.26370024551599,6.536342448667261,4.268870165865201,8.083138755525393,9.118361095355553,10.721280567118171,14.971560685112689
184,19,Arsenal,Bournemouth,1,1,1.4453390576273795,1.1923464574466744,1.660648608055779,1.854086533513647,1.2777777777777777,1.0555555555555556,1.3333333333333333,1.0555555555555556,1.5,1.3888888888888888,7.986806802962846,5.371632901647723,7.014743633062981,8.95468459011784,11.538158898347557,13.997709909337424,11.950203142529768,8.738477785189207
185,19,Watford,Sheffield United,1,1,1.3986736313101567,1.2261060516435798,1.612909530375544,1.4557632547731592,0.6666666666666666,1.5555555555555556,0.6111111111111112,1.2222222222222223,1.7777777777777777,0.8888888888888888,6.317774153729669,5.324062530734314,7.261837325380994,6.722927834144379,14.043003826000625,14.786214910194683,11.02345606046771,11.780113874355777
186,19,Newcastle United,Man Utd,1,4,0.9230970530364203,1.6971047158355326,1.8142394297834936,1.032262637408863,1.3888888888888888,1.3888888888888888,1.0,1.4444444444444444,1.3333333333333333,1.2222222222222223,3.2019187770189648,7.126444879406252,8.57136894023568,5.1566219355139955,22.361279792654535,10.151087214680144,6.6354867333978635,11.859472758725037
187,19,Liverpool,Leicester,4,0,2.1299237494311063,1.6486259471671998,0.9312605480394718,1.3020949457549584,2.7222222222222223,2.1666666666666665,2.3333333333333335,2.2777777777777777,0.7777777777777778,0.7777777777777778,11.275084689826196,8.262912291002994,3.9884788612993995,5.695241604612972,8.491618851878194,8.884220369951557,24.366596771006034,13.021431793174699
188,19,Man City,Wolves,2,3,2.566152973055276,1.6577486791291072,1.0476664082460236,1.1336475279108715,2.111111111111111,1.5,2.7777777777777777,1.4444444444444444,1.1111111111111112,1.2222222222222223,13.911347398157556,4.4259975950411,3.481138232064156,5.277787954744346,8.406355132176174,13.632610237141236,23.898437136970813,10.687283737500398
189,20,Bournemouth,Brighton,0,2,1.1784124750407774,1.302410240758733,1.8706037078795563,1.5684980444194272,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.1578947368421053,1.368421052631579,1.4736842105263157,5.232080320941866,6.997398379706906,8.799095535891603,6.704682664416348,13.651467982773479,9.790847783318195,8.805342315388792,13.765155124970235
190,20,Aston Villa,Watford,0,3,1.189676466901005,1.4273187252855195,2.226062667485684,1.5974845136032423,0.9473684210526315,0.6842105263157895,1.3157894736842106,0.631578947368421,1.736842105263158,1.736842105263158,5.123064133571709,6.3291232306485865,10.028791888828167,7.306902944144602,12.654537157785015,13.830253962643503,7.801509896722471,10.952865205484414
191,20,Crystal Palace,Southampton,1,1,0.9995367035476523,1.3856662954563834,1.4652757701889991,1.5929807746080282,1.368421052631579,1.105263157894737,0.8947368421052632,1.2105263157894737,1.105263157894737,1.9473684210526316,6.445615087231495,5.3995409664485114,7.635514406981206,6.403124850539079,13.464957755671357,7.932490246122524,7.602507197252992,10.94132981969964
192,20,Everton,Newcastle United,2,1,1.7388591268363056,0.9185583763591496,1.3190171892718952,1.807734409418618,1.1578947368421053,1.3157894736842106,1.105263157894737,1.0,1.5263157894736843,1.4736842105263157,5.772197347365097,3.1734158761982134,5.363695804540274,8.663203545244096,9.652362169792926,21.731325499535053,11.882821747554049,6.693896973876359
193,20,Leicester,West Ham,2,1,1.7031842309945997,1.3640895740017784,1.2139651223890642,1.888243525804013,2.0526315789473686,1.0,2.1578947368421053,1.0526315789473684,0.9473684210526315,1.5789473684210527,8.450873444253101,6.3915043539317855,5.684357376206293,8.28601855275549,8.487228240306969,14.75300300805656,13.093625785788081,9.520321689113509
194,20,Tottenham,Norwich,2,2,1.4296878806403652,1.1041994049639436,1.6064609309948366,1.9325984004183574,1.5263157894736843,0.631578947368421,1.7894736842105263,1.0,1.4210526315789473,2.0,6.383502272205146,6.051779814068247,8.236780779556154,8.921484831393908,11.648883913929847,12.244985986320167,10.608306479850706,9.156470887398804
195,20,Man Utd,Burnley,2,0,1.6864163128296585,1.3860794316583638,1.0316227316020368,1.45272446482097,1.4736842105263157,1.263157894736842,1.5789473684210527,1.2105263157894737,1.2105263157894737,1.5789473684210527,7.166675053670762,3.4774812748263395,5.197929861782352,7.113967120452482,10.335054615204434,12.418423629721913,10.854453928679503,9.280691298926225
196,20,Chelsea,Arsenal,2,1,2.0062266488614107,1.4462015183618537,1.022720791865817,1.665066050058103,1.6842105263157894,1.263157894736842,1.736842105263158,1.3157894736842106,1.4210526315789473,1.4736842105263157,9.237403825712988,7.777923753086299,4.34990124321753,6.932024617773939,9.265445420189678,11.72724885244537,15.077687852438142,11.489794940135177
197,20,Wolves,Liverpool,0,1,1.6314522033837182,2.0668542782553794,1.1198335110505455,0.96242464604099,1.5789473684210527,2.736842105263158,1.5263157894736843,2.4210526315789473,1.263157894736842,0.7368421052631579,4.441211794863996,11.47797256251182,5.430566095985215,4.026497279041685,13.655203459896281,8.39514265387351,10.426115299553985,24.534542800660113
198,20,Sheffield United,Man City,0,2,1.1968666249165651,2.6034998649501073,1.4864472638722006,0.999581279969096,1.5263157894736843,2.0,1.2105263157894737,2.736842105263158,0.8947368421052632,1.2105263157894737,5.299921906831969,14.372466948091756,6.748746685363821,3.462607454637876,14.850008299844493,8.063724958325324,11.486546512725628,24.287667034719767
199,21,Chelsea,Brighton,1,1,2.025825366125311,1.3117814038648383,1.0318556684760407,1.6095661999740205,1.75,1.15,1.75,1.2,1.4,1.4,9.284996280548103,6.843452163541787,4.247974367956665,6.770247382278516,9.391039474812358,9.82126500575351,15.119137385224224,13.640738014392168
200,21,Aston Villa,Burnley,2,1,1.210343590718898,1.421772911360448,2.189381334181601,1.4294139099931478,0.9,1.2,1.25,1.15,1.8,1.6,5.091744995484984,3.494534177498709,10.101248742000603,7.046608803325785,12.535056341991623,12.397653045069124,7.794420964462558,9.326430273887876
201,21,Leicester,Newcastle United,3,0,1.6677878552636227,0.8911140831421936,1.2305751655578745,1.768579579011642,2.1,1.25,2.15,1.0,0.95,1.5,8.468214730570528,3.064701102205837,5.633755736829612,8.765634450830408,8.544429326472624,22.028684172594094,13.289534469856854,6.643662242102372
202,21,Tottenham,Southampton,0,1,1.4156806620918068,1.3823197345798257,1.6542612499589378,1.6449501951297436,1.5,1.1,1.8,1.2,1.45,1.9,6.2186273533553305,5.449524572393101,8.388094378826016,6.560379309486903,11.74348691085591,8.037222040626899,10.701460282702516,10.653520170403198
203,21,Wolves,Watford,1,2,1.6802094419753995,1.3570948301041934,1.1055486460909512,1.635426341049521,1.5,0.8,1.45,0.75,1.25,1.65,4.496643017743381,6.264858739519687,5.100972484292338,7.357168441996317,13.372711285276907,14.054494499668252,10.596350503382983,10.758744636464584
204,21,Everton,Man City,1,2,1.7000412385090309,2.6667173593230284,1.307835303174463,0.9898363333011415,1.25,2.05,1.15,2.7,1.5,1.15,5.764061538342422,14.596319737595579,5.340970654702427,3.5235494319144536,9.711375104428388,7.983046831588879,11.80720823853812,23.88298649449976
205,21,Bournemouth,West Ham,0,4,1.2026155634350908,1.3864736345403084,1.899598126018112,1.8599648152580133,1.0,0.95,1.0,1.05,1.4,1.6,5.240368903832647,6.368100675236854,8.720491805030587,8.297019266323009,13.531877553586817,15.012733892981812,8.798390255224106,9.617257138694798
206,21,Crystal Palace,Norwich,1,1,1.0326789998379469,1.1363589205394797,1.4647336844270376,1.9368564158190633,1.35,0.65,0.9,1.05,1.1,2.0,6.616600282894245,6.130694422301641,7.775341884172791,8.841541940293673,13.25207151550487,12.408254678101713,7.702603627916568,9.162488998452604
207,21,Man Utd,Arsenal,0,2,1.67030078640003,1.4698082154462053,1.0564289135867306,1.6710805518458924,1.55,1.2,1.6,1.3,1.15,1.5,7.096162555735021,7.805706744267951,5.282465625697059,6.893882639837294,10.424864408096914,11.646079168604134,10.771932925936406,11.685859045140003
208,21,Sheffield United,Liverpool,0,2,1.1953419009547552,2.087411931050214,1.5031208998668757,0.9838053833995968,1.45,2.75,1.15,2.35,0.95,0.7,5.437418652949967,11.387900154030099,6.654944463920647,4.063157896150316,14.05209197900468,8.48068346294042,11.548485950755861,24.66077647211226
209,22,West Ham,Sheffield United,0,1,1.3502514666380123,1.2187058551612036,1.9037823466140908,1.438813437361329,1.0476190476190477,1.380952380952381,1.1904761904761905,1.0952380952380953,1.5238095238095237,1.0,6.305335316592117,5.372311096822882,8.462289238104661,6.265567149917341,14.743992888865726,13.304262478129875,9.410228567106136,11.446339532037356
210,22,Arsenal,Crystal Palace,1,1,1.4541774374264271,1.022437422908637,1.7052061786975314,1.45704882613577,1.2857142857142858,1.3333333333333333,1.3333333333333333,0.9047619047619048,1.4285714285714286,1.0952380952380953,7.798767699420379,6.601854139928639,6.961521305545768,7.805162725871744,11.597724853197139,13.454074266101209,11.710354011037861,7.575780690528744
211,22,Southampton,Leicester,2,1,1.3776911536719623,1.6382250804660698,1.6651984163843774,1.2479004411562542,1.1904761904761905,2.142857142857143,1.1904761904761905,2.1904761904761907,1.8095238095238095,0.9047619047619048,5.5012933071214265,8.178530681746317,6.651821427682864,5.77351557286152,8.10997997064929,8.75767660826003,10.81971731934617,12.300670411005193
212,22,Brighton,Everton,0,1,1.301858380936563,1.7304376398843535,1.610896823049944,1.2903447782878366,1.1428571428571428,1.1904761904761905,1.1904761904761905,1.1428571428571428,1.380952380952381,1.5238095238095237,6.722046477524165,5.898492307568937,6.761410743135381,5.210291035227513,9.737467505974799,9.272495643872258,13.857689476484174,11.871751389914483
213,22,Newcastle United,Wolves,1,1,0.8953831632630472,1.697428266666761,1.7428934089736283,1.1068955170944494,1.1904761904761905,1.4285714285714286,0.9523809523809523,1.4285714285714286,1.5714285714285714,1.2857142857142858,3.105651144598369,4.400360056887356,8.487389622016192,5.027932964457428,21.375941256155407,13.579354027018326,6.783803097567848,10.234671676590022
214,22,Burnley,Chelsea,0,3,1.3888298010518927,2.043165957130131,1.4180272639214744,1.0111662711097347,1.1428571428571428,1.7142857142857142,1.1428571428571428,1.7142857142857142,1.619047619047619,1.380952380952381,3.2979103981236624,9.372880752876878,7.119701974873135,4.026742612878076,12.590426368107305,9.444540993074373,8.730945640812443,15.239104207732849
215,22,Norwich,Man Utd,0,4,1.1160442636371521,1.707021470492339,1.961390893350566,1.023696564109297,0.6666666666666666,1.4761904761904763,1.0476190476190477,1.5238095238095237,1.9523809523809523,1.1904761904761905,6.097259592390166,7.17678419249406,8.912370476458815,5.177945072839254,12.462418319567163,10.402743808408333,9.207200113777704,10.686238038472421
216,22,Liverpool,Tottenham,1,0,2.053158785730579,1.4277406857379427,0.9962767542352966,1.6593448660288999,2.761904761904762,1.4285714285714286,2.3333333333333335,1.7142857142857142,0.6666666666666666,1.4285714285714286,11.223182302388317,6.297864044546593,3.9582706781556842,8.54481203521266,8.283565015188293,11.94861144338648,24.398661346116267,10.869369578513322
217,22,Watford,Bournemouth,3,0,1.36811655433897,1.2198265121292011,1.6509227387821945,1.8842891305187588,0.9047619047619048,0.9523809523809523,0.8095238095238095,0.9523809523809523,1.619047619047619,1.5238095238095237,6.236584075655059,5.284667793255242,7.370905689765406,8.746223655210251,13.825821211193954,13.479444609072061,10.86485019940553,8.326904192910682
218,22,Man City,Aston Villa,6,1,2.7029318326281544,1.1911330046731443,0.9957069305220225,2.1838528104023727,2.0952380952380953,1.0,2.6666666666666665,1.2857142857142858,1.1428571428571428,1.7619047619047619,14.82949972666206,5.09502160246659,3.587030658244223,10.140579054214909,7.8990071162384154,12.054165497062753,23.961444265103914,7.822793141764793
219,23,Tottenham,Watford,0,0,1.4401214813432481,1.3348967884225047,1.6560258224146267,1.6984397294529872,1.3636363636363635,1.0,1.6363636363636365,0.9090909090909091,1.4090909090909092,1.5454545454545454,6.386243430875307,6.209319221214168,8.065766344259302,7.455580892971313,11.292788806593652,13.926743397308023,10.825883793071526,10.7885948493843
220,23,Everton,West Ham,1,1,1.7190956260337518,1.3661615190179415,1.2810026543758302,1.8993574304217367,1.2727272727272727,1.0,1.1363636363636365,1.1363636363636365,1.4545454545454546,1.5,5.740742011706203,6.423383006470408,5.179917613505495,8.621656710894115,9.32143778402119,14.913421206325218,11.674511058757348,9.424879587359927
221,23,Aston Villa,Brighton,1,1,1.193861463201192,1.2935947516842974,2.118542094169138,1.5960956381588707,0.9545454545454546,1.0909090909090908,1.2727272727272727,1.1363636363636365,1.9545454545454546,1.3636363636363635,5.265647502569365,6.747833851721456,9.72976984814053,6.645746841104502,11.139755726107033,9.4780913454739,7.857076189338326,14.066892672072893
222,23,Crystal Palace,Man City,2,2,1.0476008308696598,2.665489755222017,1.4576848556406188,0.9910661066120949,1.3181818181818181,2.1363636363636362,0.9090909090909091,2.8181818181818183,1.0909090909090908,1.1363636363636365,6.659063216354662,14.644839002614276,7.798204251795735,3.6794246103243733,13.648862632747681,7.93111451324693,7.667772858047628,23.60292441742906
223,23,Bournemouth,Norwich,0,1,1.2544180318264782,1.1460463087670503,1.868366789384865,1.9194919966845148,0.9090909090909091,0.6363636363636364,0.9090909090909091,1.0,1.5909090909090908,2.0454545454545454,5.2956165545342895,6.1721617206898145,8.81338610348757,8.623526564903772,13.497884786344063,12.371790402408848,8.22409281571494,9.357457260698336
